id,ontological_category,semanticfield,description,name,Kinship2,Number,Clothing,Speech,Time,Emotion,Body,physGeo,Plant,Animal,notes,included?,words_Arabic,words_Indonesian,words_Basque,words_Tamil,words_Albanian,words_Hindi,words_Russian,words_Spanish,words_Swahili,words_Turkish,words_Hungarian,words_Thai,words_English
1222,Person/Thing,The body,The male sexual organ for copulation and urination; the tubular portion of the male genitalia (excluding the scrotum).,PENIS,,,,,,,TRUE,,,,,TRUE,"['عُضُو', 'قضيب']","['burung', 'penis', 'titit']","['penis', 'zakil']","['ஆண் குறி', 'ஆண்குறி', 'உறுப்பினர்', 'ஊறுகாய்']",['Penisi'],"['लिंग', 'शिश्न']","['Пенис у животных', 'пенис', 'пенис млекопитающего', 'птичий пенис', 'член']","['carajo', 'miembro', 'pene', 'pijo', 'verga']","['mboo', 'mshiriki']","['penis', 'sik', 'uzuv', 'yarak']","['dákó', 'fütyi', 'fütyülő', 'hímvessző', 'kakas', 'kuki', 'pénisz', 'öcsi']","['ควย', 'พระคุยหฐาน', 'พระคุยหประเทศ', 'ลึงค์', 'องคชาต']",
1223,Person/Thing,The body,A muscular organ that pumps blood through the body.,HEART,,,,,,,TRUE,,,,,TRUE,[],['jantung'],[],['இதயம்'],[],[],['сердце'],['corazón'],[],"['kalp', 'yürek']",['szív'],[],
1224,Person/Thing,The body,"A large organ in the body that stores and metabolizes nutrients, destroys toxins and produces bile. Responsible for thousands of biochemical reactions.",LIVER,,,,,,,TRUE,,,,,TRUE,"['كبد', 'كبِد']","['Hati', 'hati']","['gibel', 'hera']",['கல்லீரல்'],['Mëlçia'],['यकृत'],['печень'],['hígado'],['Ini'],"['Karaciğer', 'ciĝer']",['máj'],['ตับ'],
1225,Person/Thing,Time,The period between sunrise and sunset where one enjoys daylight.,DAY (NOT NIGHT),,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,[],[],[],['நாள்'],[],[],[],['día'],[],"['gün', 'gündüz']",[],[],
1226,Person/Thing,Time,The time it takes the Earth to complete one revolution of the Sun (between 365.24 and 365.26 days depending on the point of reference).,YEAR,,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,"['سنة', 'سنة شخصية']",['tahun'],[],['ஆண்டு'],[],[],[],['año'],[],['yıl'],['év'],[],
1247,Person/Thing,The body,"The organ of hearing, consisting of the pinna, auditory canal, eardrum, malleus, incus, stapes and cochlea.",EAR,,,,,,,TRUE,,,,,TRUE,"['أذن', 'أذُن', 'أُذُن']","['kuping', 'telinga']",['belarri'],"['காது', 'செவி']","['Veshi', 'vesh']",['कान'],"['у́хо', 'у́ши', 'ухо', 'ушная раковина']","['oreja', 'orejas', 'oído']",['sikio'],['kulak'],['fül'],"['พระกรรณ', 'หู']",
1248,Person/Thing,The body,"The organ that is sensitive to light, which it converts to electrical signals passed to the brain, by which means animals and humans see.",EYE,,,,,,,TRUE,,,,,TRUE,['عَيْن'],['mata'],['begi'],['கண்'],[],"['आँख', 'आंख']","['глаз', 'око']",['ojo'],['jicho'],['göz'],['szem'],['ตา'],
1250,Person/Thing,Animals,A carnivorous spotted large cat native to South and Central America.,JAGUAR,,,,,,,,,,TRUE,,TRUE,"['نوع من أنواع النّمور', 'يغور']",['jaguar'],['jaguar'],"['Panthera onca', 'சிறுத்தைப்புலி', 'ஜாகுவார்']","['Jaguari', 'Panthera onca palustris']",['जैगुआर'],"['Panthera onca palustris', 'пантера', 'ягуа́р', 'ягуар']","['jaguar', 'pantera', 'panthera onca', 'tigre', 'yaguareté']",['jagwa'],"['jaguar', 'panter', 'pars']","['jaguár', 'párduc']",['เสือจากัวร์'],
1251,Person/Thing,The body,"The lower part of the front of the torso (or a comparable part of an animal), confined by the upper side by the midriff and the lowerside by the pelvis. Contains the intestines.",BELLY,,,,,,,TRUE,,,,,TRUE,"['بطن', 'بطْن', 'جوف', 'جوْف', 'معِدة']","['abdomen', 'perut']","['abdomen', 'sabel', 'sabelalde']","['அடிவயிறு', 'இரைப்பை', 'தொப்பை', 'வயிறு']","['Abdomeni', 'bark', 'pjesa e barkut']",['उदर'],"['Живот', 'живот']","['abdomen', 'barriga', 'estómago', 'tronco', 'vientre']",[],['karın'],['has'],"['ท้อง', 'พระอุทร', 'พุง', 'พุงกะทิ']",
1256,Person/Thing,The body,"The part of the body of an animal or human which contains the brain, mouth and main sense organs.",HEAD,,,,,,,TRUE,,,,,TRUE,"['رأس', 'رأْس', 'رَأْس']","['hulu', 'kepala']","['buru', 'gazta', 'kasko']",['தலை'],"['Koka', 'kaptinë', 'kokë', 'krye']",['सिर'],"['глава́', 'голова', 'голова́']","['cabeza', 'chola', 'coco', 'maceta', 'marote', 'mente']",['kichwa'],"['baş', 'kafa']",['fej'],"['พระเศียร', 'ศีรษะ', 'หัว', 'เศียร']",
1258,Person/Thing,The body,"The hard, flat, translucent covering near the tip of a human finger, useful for scratching and fine manipulation.",FINGERNAIL,,,,,,,TRUE,,,,,TRUE,['ظفر'],[],[],['ஆணி'],[],['नाख़ुन'],['ноготь'],['uña'],['kucha'],['tırnak'],[],[],
1260,Person/Thing,Time,A period of time lasting 24 hours.,DAY (24 HOURS),,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,['يوم'],['hari'],['egun'],['நாள்'],['ditë'],['दिन'],"['день', 'сутки']","['día', 'jornada']",['siku'],['gün'],['nap'],"['กลางวัน', 'วัน']",
1262,Person/Thing,Kinship,A male person who has the same parents as another person.,BROTHER,TRUE,,,,,,,,,,,TRUE,"['أَخ', 'شَقِيق']","['[[adik laki-laki]]', '[[kakak laki-laki]]']",[],['சகோதரன்'],[],"['भाई', 'भ्राता']",['брат'],['hermano'],[],['kardeş'],[],"['น้อง', 'น้องชาย', 'พี่', 'พี่ชาย', 'ภราดร', 'ภราดา']",
1263,Person/Thing,Kinship,A female person who has the same parents as another person.,SISTER,TRUE,,,,,,,,,,,TRUE,"['أخْت', 'شقِيقة']",[],[],['சகோதரி'],[],[],['сестра'],['hermana'],[],['kız kardeş'],[],"['น้องสาว', 'พี่สาว']",
1272,Person/Thing,Kinship,A woman with one or more siblings who have one or more children; a sister of someone's father or mother.,AUNT,TRUE,,,,,,,,,,,TRUE,"['خَالَة', 'عَمَّة']",['bibi'],"['izeba', 'izeko']",['அத்தை'],"['emtë', 'hallë', 'teze']","['चाची', 'फूफी', 'बूआ', 'मामी', 'मौसी']",['тётя'],['tía'],['shangazi'],"['bibi', 'eme', 'hala', 'teyze', 'yenge']",['nagynéni'],[],
1276,Person/Thing,Time,"The season after summer and before winter, traditionally from September 21 to December 20 in the northern hemisphere and from March 21 to June 20 in the southern hemisphere.",AUTUMN,,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,['خريف'],['musim gugur'],['udazken'],['இலையுதிர்காலம்'],[],['वर्षा ऋतु'],['осень'],['otoño'],[],"['güz', 'sonbahar']",['ősz'],['ฤดูใบไม้ร่วง'],
1277,Person/Thing,The body,That part of the fore limb below the forearm or wrist in primates (including humans).,HAND,,,,,,,TRUE,,,,,TRUE,"['كفّ', 'يد', 'يَد']","['Manus', 'tangan']",['esku'],['கை'],"['Dora', 'dorë']",['हाथ'],"['Кисть', 'рука']","['mano', 'manus', 'palma', 'pata', 'zarpa']","['Kiganja', 'mkono']","['Manus', 'el']","['kéz', 'kézfej']","['กร', 'พระหัตถ์', 'มือ', 'หัตถา', 'หัตถ์']",
1290,Person/Thing,Animals,"A mammal of the order Proboscidea, having a trunk, and two large ivory tusks jutting from the upper jaw. Elephants are the largest land animals now existing.",ELEPHANT,,,,,,,,,,TRUE,,TRUE,['فيل'],['gajah'],['elefante'],['யானை'],"['Elefanti', 'elefant']","['हस्ती', 'हाथी']",['слон'],"['elefante', 'elephantidae']","['Ndovu', 'tembo']",['fil'],"['Elefántfélék', 'elefánt']","['ช้าง', 'ช้างสาร', 'หัตถี']",
1291,Person/Thing,The body,"The rear of body, especially the part between the neck and the end of the spine and opposite the chest and belly.",BACK,,,,,,,TRUE,,,,,TRUE,['ظهر'],['punggung'],[],[],[],[],['спина'],['espalda'],['mgongo'],['sırt'],['hát'],['หลัง'],
1297,Person/Thing,The body,The limb of an animal (including humans) that extends from the groin to the ankle.,LEG,,,,,,,TRUE,,,,,TRUE,"['رجلٌ', 'رِجْل', 'ساق', 'ساقٌ']",['kaki'],"['hanka', 'zango']",['கால்'],['këmbë'],"['पांव', 'पाया', 'पैर']",['нога'],"['pata', 'pierna', 'piernas']",['mguu'],['bacak'],['láb'],"['ขา', 'พระเพลา', 'แข้งขา']",
1301,Person/Thing,The body,The part of a human’s body below the ankle that is used in order to stand and walk.,FOOT,,,,,,,TRUE,,,,,TRUE,"['رِجْل', 'رِجْلٌ', 'قَدَم', 'قَدَمٌ']",['kaki'],['oin'],['பாதம்'],['këmbë'],"['पाँव', 'पांव', 'पैर']","['нога', 'нога́', 'стопа', 'стопа́', 'ступня', 'ступня́']",['pie'],['mguu'],['ayak'],"['láb', 'lábfej']",['เท้า'],
1303,Person/Thing,The body,One of the long extremities of the hand that is used for gripping objects.,FINGER,,,,,,,TRUE,,,,,TRUE,['اصبع'],['jari'],['hatz'],['விரல்'],['gisht'],['उंगली'],['палец'],['dedo'],['kidole'],['parmak'],['ujj'],['นิ้ว'],
1312,Person/Thing,Animals,A carnivorous relatively small canine of the species Vulpes Vulpes.,FOX,,,,,,,,,,TRUE,,TRUE,['ثعلب'],['rubah'],['azeri'],['நரி'],"['dhelpra', 'dhelpër']",['लोमड़ी'],"['лис', 'лиса', 'лисица']","['zorro', 'zorro común', 'zorro rojo']","['mbweha mwekundu', 'thalabu']",['tilki'],['róka'],['จิ้งจอก'],
1318,Person/Thing,Animals,A type of domesticated bird from the order of Galliformes which is often raised as a type of poultry (Gallus gallus domesticus).,CHICKEN,,,,,,,,,,TRUE,,TRUE,"['Gallus gallus domesticus', 'دجاج', 'دجاجة']",['Gallus gallus domesticus'],"['Gallus gallus domesticus', 'oilasko']","['Gallus gallus domesticus', 'கோழி']",['Gallus gallus domesticus'],['Gallus gallus domesticus'],"['Gallus gallus domesticus', 'курица']","['Gallus gallus domesticus', 'gallina', 'pollo']",['Gallus gallus domesticus'],['Gallus gallus domesticus'],"['Gallus gallus domesticus', 'csirke', 'tyúk']","['Gallus gallus domesticus', 'กุ๊กไก่', 'ไก่', 'ไก่เลี้ยง']",
1327,Person/Thing,Kinship,The brother of someone’s father or mother.,UNCLE,TRUE,,,,,,,,,,,TRUE,[],[],['osaba'],['மாமா'],[],['चाचा'],['дядя'],['tío'],[],[],[],[],
1331,Person/Thing,Animals,"A common, four-legged animal (Ovis) that is commonly kept by humans for its wool.",SHEEP,,,,,,,,,,TRUE,,TRUE,['خروف'],['domba'],['ardi'],['செம்மறியாடு'],['dele'],['भेड़'],['овца'],['oveja'],['kondoo'],['koyun'],"['birka', 'juh']",['แกะ'],
1333,Person/Thing,The body,"The part of the body (found in some animals, including humans) that connects the head and the trunk.",NECK,,,,,,,TRUE,,,,,TRUE,"['رقبة', 'عنق']",['leher'],['sama'],['கழுத்து'],['qafë'],"['गरदन', 'गर्दन']",['шея'],['cuello'],['shingo'],['boyun'],['nyak'],"['คอ', 'ลำคอ']",
1334,Person/Thing,The body,The internal organs of an animal or human.,GUTS,,,,,,,TRUE,,,,,TRUE,"['أمعاء', 'جهاز هضمي']",['Usus'],['heste'],['குடல்'],['Zorra'],['आंत'],"['желудочно-кишечный тракт', 'кишечник', 'кишка', 'пищеварительный тракт']","['entrañas', 'intestino', 'intestinos', 'tripa', 'tripas']",['Utumbo'],['bağırsak'],['bél'],"['ระบบย่อยอาหาร', 'ลำไส้']",
1337,Person/Thing,Animals,"A common, four-legged animal (Sus scrofa) that has cloven hooves, bristles and a nose adapted for digging and is farmed by humans for its meat.",PIG,,,,,,,,,,TRUE,,TRUE,"['حلوف', 'خنزير']",['babi'],['txerria'],['பன்றி'],"['derr', 'thi']",['सूअर'],['свинья'],"['cerdo', 'chancho', 'cochino', 'marrano', 'puerco']",['nguruwe'],"['domuz', 'hınzır']","['disznó', 'malac', 'sertés']",['หมู'],
1339,Person/Thing,Time,The period of time from the start of the day (midnight) until midday (12:00).,MORNING,,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,['صَبَاح'],['pagi'],[],['காலை'],['mëngjes'],"['सवेरा', 'सुबह']",['утро'],['mañana'],['asubuhi'],['sabah'],['reggel'],['ตอนเช้า'],
1342,Person/Thing,Time,"Traditionally the second of the four seasons regarded as being from June 21 to September 20 (or just June, July and August) in the Northern Hemisphere and from December 21 to March 20 (or just December, January and February) in the Southern Hemisphere.",SUMMER,,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,['صيف'],['musim panas'],['uda'],['கோடைக்காலம்'],['verë'],"['गर्मियां', 'गर्मी', 'ग्रीष्म']",['лето'],['verano'],['kaskazi'],['yaz'],['nyár'],"['ความเดือนร้อน', 'ฤดูร้อน', 'หน้าร้อน', 'เดือนร้อน']",
1344,Person/Thing,Animals,A male sheep.,RAM,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],['баран'],"['carnero', 'morueco']",[],['koç'],[],[],
1345,Person/Thing,Animals,A female sheep.,EWE,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],['oveja'],[],[],[],[],
1346,Person/Thing,The body,The front part of the neck.,THROAT,,,,,,,TRUE,,,,,TRUE,"['حلق', 'حلْق', 'حنْجرة', 'حَلْق', 'حُلْقُوم']","['tekak', 'tenggorok', 'tenggorokan']","['eztarri', 'faringe']",['தொண்டை'],"['faring', 'fyt', 'grykë']",['गला'],"['гло́тка', 'го́рло', 'горло']","['faringe', 'garganta']",['koo'],['boğaz'],['torok'],"['คอหอย', 'ช่องคอ', 'ลำคอ']",
1347,Person/Thing,The body,The back part of the neck.,NAPE (OF NECK),,,,,,,TRUE,,,,,TRUE,['قفا'],['tengkuk leher'],[],[],['zverk'],['डब'],"['загривок', 'задняя часть шеи', 'затылок']",['nuca'],[],['ense'],"['nyakszirt', 'tarkó']",[],
1348,Person/Thing,Animals,An adult male pig.,BOAR (MALE PIG),,,,,,,,,,TRUE,,TRUE,[],[],"['aketz', 'apote']",[],[],[],[],"['cerdo', 'verraco']",[],[],[],"['หมูตัวผู้', 'หมูเพศผู้']",
1350,Person/Thing,Animals,"A primate from the group ""New World monkeys"" or ""Old World monkeys"" (Simiiformes, excluding the superfamily Hominoidea or apes) that lives mainly in rainforests and is distinguished from an Ape by its smaller size and its tail.",MONKEY,,,,,,,,,,TRUE,,TRUE,"['سعدان', 'قِرْد']","['Monyet', 'monyet']","['tximino', 'tximu']",['குரங்கு'],['Majmuni'],['बंदर'],"['Обезьяны', 'обезьяна']","['mico', 'mono', 'simio']","['Kima', 'nyani']","['Maymun', 'maymun']",['majom'],"['กระบี่', 'กระบี่วานร', 'ลิง', 'วานร', 'เจ้าจ๋อ']",
1351,Person/Thing,Animals,An adult female pig.,SOW (FEMALE PIG),,,,,,,,,,TRUE,,TRUE,[],[],['txerri eme'],['விதைத்தல்'],[],[],[],"['cerda', 'marrana', 'puerca']",[],[],[],[],
1353,Person/Thing,Time,A time period of sixty minutes; one twenty-fourth of a day.,HOUR,,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,['ساعة'],['jam'],['ordu'],"['மணி', 'மணித்தியாலம்']",['orë'],['घंटा'],['час'],['hora'],['saa'],['saat'],['óra'],['ชั่วโมง'],
1357,Person/Thing,Kinship,An animal's female offspring (including that of a human).,DAUGHTER,TRUE,,,,,,,,,,yes bc between me and grandchildren,TRUE,"['إبنة', 'بنت']",['puteri'],['alaba'],['மகள்'],['bijë'],"['पुत्री', 'बेटी', 'लड़की']",['дочь'],['hija'],['binti'],['kız'],['lány'],['ลูกสาว'],
1360,Person/Thing,Animals,"An aquatic bird of the family Anatidae, having a flat bill and webbed feet.",DUCK,,,,,,,,,,TRUE,,TRUE,"['بط', 'بطة', 'بطّ', 'بطّة', 'بَطَّة']","['Bebek', 'Itik', 'bebek']","['ahate', 'paita']","['மூழ்கடி', 'வாத்து']","['Rosa', 'rosë']","['बतख', 'बतख़', 'बत्तक', 'बत्तख', 'बत्तख़']","['Утки', 'ка́чка', 'се́лезень', 'у́тка', 'утка']","['pato', 'ánade']",['bata'],"['Ördek', 'ördek']",['kacsa'],['เป็ด'],
1370,Person/Thing,Time,"A period into which a year is divided, historically based on the phases of the moon. In the Gregorian calendar there are twelve months.",MONTH,,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,['شَهْرٌ'],['bulan'],"['hil', 'hilabete']",['மாதம்'],['muaj'],['महीना'],['месяц'],['mes'],['mwezi'],['ay'],['hónap'],['เดือน'],
