id,ontological_category,semanticfield,description,name,Kinship2,Number,Clothing,Speech,Time,Emotion,Body,physGeo,Plant,Animal,notes,included?,words_Arabic,words_Indonesian,words_Basque,words_Tamil,words_Albanian,words_Hindi,words_Russian,words_Spanish,words_Swahili,words_Turkish,words_Hungarian,words_Thai,words_English
957,Person/Thing,Animals,"Large marine mammals of the order Cetacea; the body is streamlined, the broad flat tail is used for propulsion, and the limbs are balancing structures.",WHALE,,,,,,,,,,TRUE,,TRUE,['حوت'],"['ikan', 'paus']",['balea'],"['சிலக்குணம்', 'சிலத்திற்கடுகு', 'திமிங்கிலம்']","['Balena', 'Cetacetë', 'balenë']","['व्हेल', 'ह्वेल']","['Киты', 'кит']",['ballena'],['nyangumi'],"['Balina', 'balina']",['bálna'],"['ปลาวาฬ', 'วาฬ']",['whale']
958,Person/Thing,Animals,A non-domesticated animal living independently of man.,WILD ANIMAL,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],['дикое животное'],['fauna salvaje'],[],[],['vad állat'],[],['wild animal']
965,Person/Thing,The physical world,The Earth with all its inhabitants and all things upon it.,WORLD,,,,,,,,TRUE,,,yes b/c it is a lump of rock,TRUE,"['الخلْق', 'الدُنْيا', 'العالم', 'الكون', 'عالم', 'فضاء كوني']","['alam semesta', 'dunia', 'kosmos']","['Unibertsoa', 'kosmos', 'makrokosmos', 'mundu', 'unibertso']","['அண்டம்', 'உலகம்', 'பிரபஞ்சம்']","['Gjithësia', 'bote', 'ekzistence', 'gjithësi', 'univers']",['ब्रह्माण्ड'],"['вселенная', 'космос', 'мир']","['cosmos', 'macrocosmo', 'macrocosmos', 'mundo', 'universo']",['ulimwengu'],"['Cosmos', 'acun', 'dünya', 'evren', 'kainat']","['világ', 'világegyetem']","['จักรวาล', 'สรรพสิ่ง', 'สิ่งมีชีวิต', 'เอกภพ']",['world']
975,Person/Thing,Food and drink,"An important leaf vegetable, grown throughout the temperate regions of the world.",SPINACH,,,,,,,,,TRUE,,,TRUE,['سبانخ'],"['Bayam jepang', 'Horenso']","['espinaka', 'ziazerba']","['பசலை கீரை', 'பசளி']",['spinaqi'],['पालक'],"['Шпинат огородный', 'шпинат']","['espinaca', 'spinacia oleracea']",[],"['Ispanak', 'pinaatti']",['spenót'],"['ปวยเล้ง', 'ผักปวยเล้ง']",['spinach']
980,Person/Thing,The body,The part of the human foot on the backside where it becomes the leg.,HEEL,,,,,,,TRUE,,,,,TRUE,"['عقب', 'كعب']",['tumit'],['orpo'],['குதிக்கால்'],[],['एड़ी'],['пятка'],"['calcañal', 'calcañar', 'calcaño', 'talón']",['kisigino'],['topuk'],"['Sarok', 'sarok']",['ส้นเท้า'],['heel']
981,Person/Thing,The body,The joint between arm and forearm.,ELBOW,,,,,,,TRUE,,,,,TRUE,"['كوع', 'كُوع', 'مرفق', 'مِرْفَق']",['siku'],['ukondo'],['முழங்கை'],['bërryl'],"['कुहनी', 'कोहनी']","['Локтевой сустав', 'ло́коть', 'локоть']","['Articulación del codo', 'codo', 'cubitus']","['Kisugudi', 'kisigino', 'kiwiko']",['dirsek'],"['Könyök', 'könyök']","['ข้อศอก', 'ศอก']",['elbow']
990,Person/Thing,The physical world,"A narrow inlet or bay, especially of the sea.",CREEK (TIDAL),,,,,,,,TRUE,,,,TRUE,[],[],['badia'],['நதிக்கிளை'],[],[],['небольшой залив'],['ensenada'],[],[],['patak'],[],['creek']
992,Person/Thing,The physical world,"A steep coastal declivity which may or may not be precipitous, the slope angle being dependent partly on the jointing, bedding and hardness of the materials from which the cliff has been formed, and partly on the erosional processes at work.(Source: WHIT)",CLIFF,,,,,,,,TRUE,,,,TRUE,['جرف'],['tebing'],"['amildegi', 'harkaitz', 'itsaslabar', 'labar']","['செங்குத்துப் பாறை', 'செங்குத்துப்பாறை']",['shkrep'],[],"['клиф', 'скала']","['acantilado', 'cantil', 'despeñadero', 'peñasco', 'precipicio']",[],['uçurum'],"['kőszirt', 'szikla']",['หน้าผา'],['cliff']
993,Person/Thing,The physical world,The channel containing or formerly containing the water of a river.,RIVER BED,,,,,,,,TRUE,,,,TRUE,[],[],['ibai-ohe'],[],[],[],['русло реки'],['lecho de río'],[],[],['folyómeder'],[],['river bed']
997,Person/Thing,Agriculture and vegetation,"Genus of big trees (Adansonia) from the mallow family, growing in tropical countries.",BAOBAB TREE,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],['баобаб'],['baobab'],['mbuyu'],[],[],[],['baobab']
999,Person/Thing,The body,Any part of the body where two bones join.,JOINT,,,,,,,TRUE,,,,,TRUE,"['مفص', 'مفصل', 'مفْصِل']",['sendi'],"['artikulazio', 'giltzadura']",['மூட்டு'],"['Kyçet e njeriut', 'kyç', 'nyjë']",['संधि'],['сустав'],"['articulación', 'articulatio']",['kiungo'],"['Eklem', 'mafsal']","['izület', 'Ízület']",['ข้อต่อ'],"['articulation', 'joint']"
1000,Person/Thing,Emotions and values,"An unpleasant complex combination of emotions that includes fear, apprehension and worry, and is often accompanied by physical sensations such as palpitations, nausea, chest pain and/or shortness of breath.",ANXIETY,,,,,,TRUE,,,,,,TRUE,"['القلق', 'قلق', 'قَلَق']","['kecemasan', 'kegelisahan']","['Herstura', 'antsietate', 'herstura']","['கவலை', 'பதகளிப்பு']","['Ankthi', 'frika']","['चिंता', 'परेशानी']","['беспоко́йство', 'беспокойство', 'трево́га', 'тревога']","['ansiedad', 'zozobra']",[],"['anksiyete', 'endişe', 'kaygı']",['szorongásoldás'],"['ความวิตกกังวล', 'อาการวิตกกังวล']",['anxiety']
1004,Person/Thing,The body,An organ formed by contractile tissue that moves other organs.,MUSCLE,,,,,,,TRUE,,,,,TRUE,[],[],[],['தசை'],[],[],[],['músculo'],[],[],[],[],['muscle']
1005,Person/Thing,Kinship,A case of multiple birth in which the mother gives birth to two offspring from the same pregnancy.,TWINS,TRUE,,,,,,,,,,,TRUE,['توأم'],['kembar'],['biki'],['இரட்டையர்'],[],['जुडवाँ'],[],"['gemela', 'gemelo']",[],['ikiz'],['iker'],[],['twin']
1007,Person/Thing,Animals,Female bovine animal (Bos taurus) of the subfamily Bovinae of the family Bovidae.,COW,,,,,,,,,,TRUE,,TRUE,"['Bos primigenius taurus', 'أبْقار', 'بقر', 'بَقَر', 'بَقَرَة']","['Bos primigenius taurus', 'sapi']","['Behi', 'abelgorriak', 'azienda', 'behi', 'behi-azienda', 'ganadu']","['Bos primigenius taurus', 'கால்நடை', 'பசு', 'மாடு']","['Bos primigenius taurus', 'Bos taurus', 'Lopa']","['Bos primigenius taurus', 'गाय']","['Bos primigenius taurus', 'Bos taurus', 'бык', 'коро́ва', 'корова']","['Bos Taurus', 'Bos primigenius taurus', 'ganado', 'toro', 'vaca']","['Bos primigenius taurus', ""ng'ombe""]","['büyükbaş', 'büyükbaş hayvan', 'inek', 'sığır']","['Bos primigenius taurus', 'szarvasmarha', 'tehén']","['Bos primigenius taurus', 'วัว', 'วัวควาย', 'วัวตัวเมีย']",['cow']
1008,Person/Thing,Animals,Male bovine animal.,BULL,,,,,,,,,,TRUE,,TRUE,['ثور'],[],[],['காளை'],[],[],['бык'],['toro'],[],[],['bika'],[],['bull']
1009,Person/Thing,Agriculture and vegetation,"Any north temperate fagaceous tree of the genus Castanea, such as Castanea sativa, which produce flowers in long catkins and nuts in a prickly bur.",CHESTNUT TREE,,,,,,,,,TRUE,,,TRUE,['الكستناءه'],['pohon berangan'],['gaztainondo'],[],[],[],['каштан'],['castaño'],[],['kestane'],[],['เกาลัด'],"['chestnut', 'chestnut tree']"
1013,Person/Thing,Animals,"A snake-like edible fish, which lives in freshwater.",FRESHWATER EEL,,,,,,,,,,TRUE,,TRUE,[],['belut'],[],['விலாங்குமீன்'],[],[],['угорь'],"['anguila', 'angula']",['mkunga'],[],['angolna'],['ปลาไหล'],['eel']
1026,Person/Thing,The physical world,the tide at the point of maximum ebb.,LOW TIDE,,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,['جزر البحر'],[],[],[],[],['भाटा'],[],"['bajamar', 'marea baja']",[],[],[],[],"['ebb', 'low tide']"
1027,Person/Thing,Animals,"Any of the suborder Heteroptera, having piercing and sucking mouthparts, specialized as a beak. (Source: CED)",BUG,,,,,,,,,,TRUE,,TRUE,[],['kutu'],"['zimitz', 'zomorro']",['பிழை'],[],[],['клоп'],"['bicho', 'chinche', 'insecto']",[],[],['rovar'],['แมลง'],"['bug', 'hemipterous insect']"
1040,Person/Thing,The body,"The hair on humans, usually on the head but also including the hair on the body.",HAIR,,,,,,,TRUE,,,,,TRUE,"['شعر', 'شعْر']",['rambut'],"['bilo', 'ile']","['மயிர்', 'முடி']",['flok'],['बाल'],"['во́лос', 'волоси́на', 'волоси́нка', 'волосы']","['cabellera', 'cabello', 'pelo']",['Nywele'],"['kıl', 'saç']","['haj', 'hajszál', 'szőr', 'szőrszál']","['ขน', 'พระโลมา', 'เส้นผม']","['hair', 'scalp hair']"
1043,Person/Thing,Clothing and grooming,A hair style formed by interweaving three or more strands of hair.,BRAID,,,,,,,TRUE,,,,,TRUE,"['خُصْلَة', 'ضَفِيرَة']",[],['txirikorda'],[],[],[],"['коса́', 'ло́кон', 'прядь']","['trenza', 'trenzada']",[],[],[],"['ผมเปีย', 'เปีย']",['braid']
1049,Person/Thing,The body,A tooth located in the back of the mouth used for crushing and grinding food.,MOLAR TOOTH,,,,,,,TRUE,,,,,TRUE,[],['geraham'],[],['கடைவாய்ப்பல்'],[],[],[],['molar'],[],[],[],[],['molar']
1050,Person/Thing,Kinship,The mother of someone's spouse.,MOTHER-IN-LAW,TRUE,,,,,,,,,,yes bc between me and sibling in law,TRUE,[],[],['amaginarreba'],[],[],['सास'],['тёща'],"['madre politica', 'madre política', 'suegra']",[],"['kaynana', 'kayınvalde']",['anyós'],"['แม่ผัว', 'แม่ยาย']",['mother-in-law']
1055,Person/Thing,Kinship,The father of someone's spouse.,FATHER-IN-LAW,TRUE,,,,,,,,,,yes bc between me and sibling in law,TRUE,[],[],[],[],[],[],[],"['padre político', 'suegro']",['babamkwe'],"['kaynata', 'kayınbaba', 'kayınpeder']",['após'],[],['father-in-law']
1056,Person/Thing,Kinship,The male marital partner of someone's child.,SON-IN-LAW,TRUE,,,,,,,,,,,TRUE,"['زوج الأبنة', 'زَوْج اَلاِبْنَة', 'صِهْر']",[],['suhi'],[],['dhëndër'],"['जमाई', 'दामाद']",['зять'],"['hijo político', 'yerno']",[],"['damat', 'güveyi']","['vej', 'vő']","['ลูกเขย', 'เขย']",['son-in-law']
1057,Person/Thing,Kinship,The female marital partner of someone's child.,DAUGHTER-IN-LAW,TRUE,,,,,,,,,,,TRUE,['زَوْجَة اَلاِبْن'],[],['errain'],[],['nuse'],[],"['неве́стка', 'сноха́']","['hija política', 'nuera']",[],['gelin'],['meny'],"['ลูกสะใภ้', 'สะใภ้']",['daughter-in-law']
1063,Person/Thing,Kinship,A son of someone's brother or sister.,NEPHEW,TRUE,,,,,,,,,,,TRUE,['ابن الأخ'],[],['iloba'],[],[],[],['племянник'],['sobrino'],[],[],[],[],['nephew']
1077,Person/Thing,Agriculture and vegetation,Plant belonging to genus Triticum and to family Poaceae (also known as Gramineae).,WHEAT,,,,,,,,,TRUE,,,TRUE,"['قمح', 'قمْح']","['gandum', 'terigu']","['Triticum', 'gari']",['கோதுமை'],"['Gruri', 'Triticum', 'grurë']","['गेहूँ', 'गेहूं']",['пшеница'],"['Triticum', 'trigo']",['ngano'],['buğday'],['búza'],['ข้าวสาลี'],['wheat']
1089,Person/Thing,Agriculture and vegetation,Any of the trees belonging to the genus Fraxinus.,FRAXINUS,,,,,,,,,TRUE,,,TRUE,"['دَرْدَار', 'مُرَّان']",[],['lizar'],[],[],[],"['я́сень', 'ясень']",['fresno'],[],['dişbudak'],['kőris'],['ต้นมะกอก'],['ash']
1096,Person/Thing,Modern world,"A musical piece with lyrics (or ""words to sing""); prose that one can sing.",SONG,,,,TRUE,,,,,,,yes bc is oral communication,TRUE,"['أغنية', 'أُغْنِيَة', 'الأغنية']",['lagu'],"['abesti', 'kanta', 'kantu', 'lelo']",['பாட்டு'],"['Kënga', 'këngë']",['गीत'],['песня'],"['canción', 'vocal']",['wimbo'],['şarkı'],"['Dal', 'ének']","['บทเพลง', 'เพลง']",['song']
1109,Person/Thing,The body,"A type of injury in which in skin or tisue is torn, cut,  punctured or otherwise hurt.",WOUND,,,,,,,TRUE,,,,,TRUE,['جرح'],['luka'],[],['காயம்'],[],[],['рана'],['herida'],['kidonda'],[],['seb'],[],['wound']
1110,Person/Thing,Animals,A scaleless fish with a cartilaginous skeleton that has 5 to 7 gill slits on each side of its head.,SHARK,,,,,,,,,,TRUE,,TRUE,"['سَمَكَةُ الْقِرْش', 'قرش', 'قِرْش']","['cápa', 'hiu']",['marrazo'],"['சுறா', 'சுறாமீன்']","['Peshkaqeni', 'peshkaqen']","['शार्क', 'शार्क मछली', 'हाँगर']","['Акулы', 'аку́ла', 'акула']","['escualo', 'selachimorpha', 'tiburon', 'tiburón']",['papa'],"['Köpekbalığı', 'köpek balığı']","['Cápák', 'cápa']","['ฉลาม', 'ปลาฉลาม']",['shark']
1115,Person/Thing,Speech and language,"An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose. (Source: RHW)",SPEECH,,,,TRUE,,,,,,,,TRUE,"['حدِيث', 'خِطَاب', 'كلِمة']",['pidato'],"['diskurtso', 'hitzaldi', 'mintzaldi', 'saio']","['பேசு', 'பேச்சு', 'முகவரி', 'விரிவுரை']","['adresë', 'fjalim']",[],['речь'],"['discurso', 'habla', 'speech']",[],[],['beszéd'],[],"['address', 'lecture', 'speech', 'talk']"
1136,Person/Thing,Animals,"One of several small mammals of the family Leporidae, with long ears, long hind legs and a short, fluffy tail.",RABBIT,,,,,,,,,,TRUE,,TRUE,['أرْنَب'],['kelinci'],['untxi'],['முயல்'],['lepur i gropave'],['ख़रगोश'],['кролик'],"['coneja', 'conejo']",['sungura'],['tavşan'],['nyúl'],['กระต่าย'],['rabbit']
1137,Person/Thing,The body,Tissue that connects muscle to bone.,TENDON,,,,,,,TRUE,,,,,TRUE,"['وتر', 'وَتَر']","['Tendon', 'urat']","['Tendon', 'tendoi', 'zain', 'zurda']","['தசை நாண்', 'தசைநாண்']","['damar', 'dell', 'tendin']",[],"['жи́ла', 'сухожи́лие', 'сухожилие']",['tendón'],[],"['kiriş', 'tendon']","['ín', 'ínszalag']","['ลวดกำ', 'สายตัว', 'เส้นเอ็น']","['sinew', 'tendon']"
1139,Person/Thing,Animals,"A large wild cat with a spotted coat, Panthera pardus, indigenous to Africa and Asia.",LEOPARD,,,,,,,,,,TRUE,,TRUE,['نمر'],['macan tutul'],['lehoinabar'],"['Panthera pardus', 'சிறுத்தை']",['Leopardi'],"['Panthera pardus', 'तेन्दुआ']",['леопард'],"['leopardo', 'panthera pardus']",['chui'],"['leopar', 'pars']","['Leopárd', 'leopárd']",['เสือดาว'],['leopard']
1140,Person/Thing,The body,A state of physical and/or mental weakness and a lack of vigor.,FATIGUE,,,,,,TRUE,,,,,yes bc you feel it in your head,TRUE,['سبات'],['kelelahan'],[],['சோர்வு'],[],['आलस्य'],"['усталость', 'утомление']","['fatiga', 'letargo']",[],['bitkinlik'],[],[],"['exhaustion', 'fatigue', 'languidness', 'languor', 'languour', 'lassitude', 'lethargy', 'listlessness', 'sluggishness']"
1141,Person/Thing,Emotions and values,"Deep awareness of the suffering of another, coupled with the wish to relieve it.",PITY,,,,,,TRUE,,,,,,TRUE,"['الشفقة', 'شَفقة', 'شَفَقَة']",[],"['erruki', 'errukitasun', 'gupida']",['இரக்கம்'],[],[],"['Жалость', 'жа́лость', 'сострада́ние', 'сострадание', 'сочу́вствие']","['compasión', 'conmiseración', 'lástima', 'pena', 'piedad']",[],"['Acıma', 'merhamet', 'şefkat']","['Sajnálat', 'könyörület', 'szánalom']","['การสงสาร', 'ความสงสาร', 'ความเห็นอกเห็นใจ', 'ความเห็นใจ']","['commiseration', 'compassion', 'pity']"
1145,Person/Thing,The physical world,"A permanently waterlogged area in which there is often associated tree growth, e.g. mangroves in hot climates.",SWAMP,,,,,,,,TRUE,,,,TRUE,['مستنقع'],['rawa'],"['aintzira', 'istil', 'istinga', 'lintzura', 'zingira']",['சதுப்புநிலம்'],['Këneta'],['दलदल'],"['Болотные и заболоченные леса умеренного пояса', 'блато', 'болото', 'лесное болото']","['ciénaga', 'embalsadero', 'humedal', 'marisma', 'pantano']",[],['Bataklık'],"['Ingóláp', 'mocsár', 'ártéri erdő']","['ที่ลุ่มน้ำขัง', 'พรุ', 'หนองน้ำ']",
1146,Person/Thing,Food and drink,"An Asian plant, Solanum melongena, cultivated for its edible purple, green, or white ovoid fruit.",AUBERGINE,,,,,,,,,TRUE,,,TRUE,['باذنجان'],['terong'],"['alberjinia', 'berenjena']",['ஆங்கிலம்'],['patëllxhan'],['बैंगन'],['баклажан'],['berenjena'],[],['patlıcan'],['padlizsán'],['มะเขือ'],
1148,Person/Thing,The body,A collection of blood in the body tissue outside the blood vessels,BRUISE,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],['гематома'],['hematoma'],[],[],[],[],
1151,Person/Thing,Clothing and grooming,A head covering.,VEIL,,,TRUE,,,,,,,,,TRUE,['حجاب'],['Penutup kepala'],"['belo', 'mantelina']","['முகத்திரை', 'முக்காடு']",[],[],"['Вуаль', 'головно́й убо́р', 'заве́са', 'косы́нка', 'плато́к', 'чадра']",['velo'],"['pazia', 'shela', 'veli']",['Duvak'],"['fátyol', 'lepel']","['ผ้าคลุมศีรษะ', 'ผ้าคลุมหน้า']",
1153,Person/Thing,Animals,"Domesticated bovine animals, including cows, steers and bulls, raised and bred on a ranch or farm.",CATTLE,,,,,,,,,,TRUE,,TRUE,[],[],['behi-azienda'],['கால்நடை'],[],[],['скот'],['ganado bovino'],[],['büyükbaş'],['szarvasmarha'],[],
1155,Person/Thing,The physical world,"1) An underground hollow with access from the ground surface or from the sea, often found in limestone areas and on rocky coastlines.2) A natural cavity, chamber or recess which leads beneath the surface of the earth, generally in a horizontal or obliquely inclined direction. It may be in the form of a passage or a gallery, its shape depending in part on the joint pattern or structure of the rock and partly on the type of process involved in its excavation. Thus, caves worn by subterranean rivers may be different in character from, and of considerably greater extent than, a sea-cave eroded by marine waves.3) A natural underground open space, generally with a connection to the surface and large enough for a person to enter. The most common type of cave is formed in a limestone by dissolution. (Source: CED /  WHIT /  BJGEO)",CAVE,,,,,,,,TRUE,,,,TRUE,['كهف'],['gua'],"['haitzulo', 'harpe', 'koba', 'kobazulo', 'leize']",['குகை'],['Shpella'],['गुफ़ा'],['пещера'],"['caverna', 'cueva', 'gruta']",['Pango'],['Mağara'],['barlang'],['ถ้ำ'],
1165,Person/Thing,The body,A growth of facial hair between the nose and the upper lip.,MOUSTACHE,,,,,,,TRUE,,,,,TRUE,"['شارب', 'شارِب', 'لحية', 'لِحْيَة']","['janggut', 'jenggot', 'kumis']","['bibote', 'bizar']","['தாடி', 'மீசை']","['Mjekra', 'mjekër']","['दाढ़ी', 'दाढी', 'मूँछ', 'मूँछे', 'मूछ']","['борода', 'борода́', 'брада́', 'усы']","['barba', 'barba cerrada', 'bigote', 'vibrisas']","['Ndevu', 'udevu']","['bıyık', 'sakal']","['bajusz', 'szakáll']","['ทาฐิกะ', 'พระทาฐิกะ', 'พระทาฒิกะ', 'มัสสุ', 'หนวด', 'เครา']",
1168,Person/Thing,Agriculture and vegetation,"Any of various shrubs and small trees of the genus Crataegus having small, apple-like fruits and thorny branches.",HAWTHORN,,,,,,,,,TRUE,,,TRUE,"['زعرور', 'زَعْرُور', 'زُعْرُور']",[],"['elorri zuri', 'elorriondo']",[],[],[],"['боя́рышник', 'боярышник']","['cambrón', 'espino', 'espino albar', 'espino blanco', 'majuelo']",[],['alıç'],['galagonya'],[],
1169,Person/Thing,Animals,A castrated bull.,OX,,,,,,,,,,TRUE,,TRUE,"['ثور', 'ثَوْر', 'طور']",['lembu'],['idi'],['எருது'],[],['बैल'],['вол'],"['bovino', 'buey', 'novillo', 'toro']",[],['Öküz'],['ökör'],"['วัว', 'โค']",
1173,Person/Thing,The body,The hair that grows over the bone ridge above the eye socket.,EYEBROW,,,,,,,TRUE,,,,,TRUE,"['حاجب', 'حاجب عين', 'حَاجِب']","['alis', 'alis mata']","['bekain', 'bepuru', 'betondo']",['புருவம்'],"['Vetulla', 'vetull']","['अब्रू', 'भव', 'भौंह', 'भ्रू']",['бровь'],"['ceja', 'supercilium']",['usi'],['kaş'],['szemöldök'],"['ขนคิ้ว', 'คิ้ว', 'พระขนง', 'ภมุ']",
1178,Person/Thing,The body,Either of the two orifices located on the nose (or on the beak of a bird); used as a passage for air and other gases to travel the nasal passages.,NOSTRIL,,,,,,,TRUE,,,,,TRUE,"['ثقب الأنف', 'منخر']",['lubang hidung'],[],[],['flegër'],['नथुना'],['ноздря'],['narina'],[],['burun deliği'],['orrlyuk'],[],
1181,Person/Thing,Agriculture and vegetation,"Any of various evergreen trees from the family Palmae or Arecaceae, which are mainly found in the tropics.",PALM TREE,,,,,,,,,TRUE,,,TRUE,[],['palma'],[],[],[],[],['пальма'],"['palma', 'palmera']",[],[],[],[],
1183,Person/Thing,The body,The inner and somewhat concave part of the human hand that extends from the wrist to the bases of the fingers.,PALM OF HAND,,,,,,,TRUE,,,,,TRUE,[],"['telapak', 'telapak tangan']",[],[],[],[],['ладонь'],"['palma', 'palma de la mano']",[],"['avuç içi', 'aya']",[],[],
1185,Person/Thing,Animals,Any of several carrion-eating birds of the families Accipitridae and Cathartidae.,VULTURE,,,,,,,,,,TRUE,,TRUE,['نسر'],"['burung bangkai', 'burung heriang', 'burung hering', 'burung nazar', 'hering', 'nazar']",['sai arre'],['கழுகு'],['shkaba'],['गिद्ध'],['стервятник'],['buitre'],"['gushu', 'tai', 'tumbusi']",['akbaba'],['keselyű'],['อีแร้ง'],
1187,Person/Thing,Animals,Waterfowl of the Anatidae family.,GOOSE,,,,,,,,,,TRUE,,TRUE,['وزة'],['angsa'],['antzara'],['வாத்து'],['gatë'],['हंसी'],['гусь'],"['ganso', 'oca', 'ánsar']",[],['kaz'],['lúd'],[],
1189,Person/Thing,The body,"An open sore of the skin, eyes or mucous membrane, often caused by an initial abrasion and generally maintained by an inflammation and/or an infection.",ULCER,,,,,,,TRUE,,,,,TRUE,['قرحة'],[],['ultzera'],[],[],[],['язва'],['úlcera'],[],['ülser'],['fekély'],[],
1190,Person/Thing,Animals,"Mammal of the family hares and rabbits (Leporidae) with long ears, short tail and hindlegs which are shorter than the forelegs and permit running quickly.",HARE,,,,,,,,,,TRUE,,TRUE,"['أرنب بري', 'قواع']",['Terwelu'],['erbi'],"['குழி முயல்', 'முயல்']",['Lepuri'],['खरहा'],['Зайцы'],"['Lepus', 'liebre']",[],['Kır tavşanı'],['Lepus'],"['กระต่ายป่า', 'กระต่ายแจ็ก']",
1194,Person/Thing,Animals,"A mammal of the genus Castor, having a wide, flat tail and webbed feet.",BEAVER,,,,,,,,,,TRUE,,TRUE,"['سَمُّور', 'قندس', 'قُنْدُس']","['Beaver', 'Biwara', 'Castor', 'berang-berang']",['kastore'],"['Castor', 'நீரெலி', 'பீவர்']","['Castor', 'kastor', 'kastori']","['Castor', 'ऊद', 'ऊदबिलाव']","['Бобры', 'бобр', 'бобёр']",['castor'],"['biva', 'fondosi', 'panyabuku-maji']","['Kunduz', 'kastor']","['Castor', 'hód']","['Castor', 'ตัวบีเวอร์', 'บีเวอร์']",
1197,Person/Thing,Animals,Large ground based monkey having doglike muzzles.,BABOON,,,,,,,,,,TRUE,,TRUE,"['بابون', 'بابُون', 'رباح', 'سعْدان إِفْرِيقِي', 'قِرْد إِفْرِيقِي']",['babun'],"['babuino', 'papioi']",[],[],"['बबून', 'बैबून']","['Павианы', 'бабуин']","['babuino', 'mandril', 'papio', 'papión']",['nyani'],"['Babun', 'şebek']",['pávián'],['ลิงบาบูน'],
1199,Person/Thing,Kinship,The female partner in a marriage.,WIFE,TRUE,,,,,,,,,,yes bc between me and sibling in law,TRUE,"['زوجة', 'زَوْج', 'زَوْجَة']",['istri'],"['andere', 'andre', 'emazte']",['மனைவி'],"['bashkëshorte', 'grua']",['पत्नी'],['жена'],"['cónyuge', 'esposa', 'esposo', 'mujer', 'mujer casada']","['Mke', 'mke']","['eş', 'karı']",['feleség'],"['ภรรยา', 'ภริยา', 'เมีย', 'แม่บ้าน']",
1200,Person/Thing,Kinship,The male partner in a marriage.,HUSBAND,TRUE,,,,,,,,,,yes bc between me and sibling in law,TRUE,['زوج'],['suami'],"['gizon', 'senar']","['அம்படையன்', 'கணவன்']",['burrë'],['पति'],['муж'],"['cónyuge', 'esposo', 'marido']",['mume'],"['eş', 'koca']",['férj'],[],
1205,Person/Thing,The body,"The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.",TONGUE,,,,,,,TRUE,,,,,TRUE,"['عضلات اللسان', 'لسان', 'لُغَةٌ', 'لِسان', 'لِسَان']",['lidah'],"['mihi', 'min', 'mingain']","['நாக்கு', 'நாவு']","['Gjuha', 'gjuhë']","['ज़बान', 'जिह्वा', 'जीभ', 'रसना', 'लिसान']","['язы́к', 'язык']","['lengua', 'sinhueso']",['ulimi'],['dil'],"['Nyelv', 'nyelv']","['ชิวหา', 'พระชิวหา', 'ลิ้น']",
1208,Person/Thing,Animals,A common four-legged animal (Felis silvestris) that is often kept as a household pet.,CAT,,,,,,,,,,TRUE,,TRUE,"['قط', 'قطة']",['kucing'],[],['பூனை'],['mace'],['बिल्ली'],"['кот', 'кошка']","['gata', 'gato']",['paka'],['kedi'],['macska'],['แมว'],
1216,Person/Thing,Kinship,A woman who has at least one child.,MOTHER,TRUE,,,,,,,,,,yes bc between me and grandparents,TRUE,"['أم', 'أُمّ', 'وَالِدَة']","['Ibu', 'ibu']","['ama', 'amatasun']",['தாய்'],"['Nene', 'mama', 'prindi femer', 'Ëma']",['माता'],"['материнство', 'мать']","['madre', 'mamá', 'maternidad', 'progenitora']","['Mama', 'mama']","['ana', 'anne', 'annelik']","['anya', 'anyaság']","['มารดา', 'เเม่', 'แม่']",
1217,Person/Thing,Kinship,A male parent.,FATHER,TRUE,,,,,,,,,,yes bc between me and grandparents,TRUE,"['أب', 'أبّ', 'أَب', 'مُنْجِب', 'وَالِد']","['Ayah', 'ayah']",['aita'],['தந்தை'],"['Ati', 'baba', 'prind mashkull']",['पिता'],"['батюшка', 'отец', 'падре']","['padre', 'papa', 'papi', 'papá']","['Baba', 'baba']",['baba'],['Apa'],"['บิดา', 'พ่อ']",
1219,Person/Thing,Animals,A generally tubular invertebrate of the annelid phylum.,WORM,,,,,,,,,,TRUE,,TRUE,['دُودَة'],['cacing'],"['arr', 'beldar', 'har', 'zizare']",['புழு'],[],['कीड़ा'],"['червь', 'червяк']",['gusano'],[],['kurt'],['kukac'],['หนอน'],
1221,Person/Thing,The body,The organ of the face used to breath and smell.,NOSE,,,,,,,TRUE,,,,,TRUE,"['أنف', 'خشم']",['hidung'],['sudur'],['மூக்கு'],[],"['नाक', 'नासिका']",['нос'],['nariz'],['pua'],['burun'],['orr'],['จมูก'],
