"ontological_category","semanticfield","id","description","name","Kinship","Number","Clothing","Speech","Time","Emotion","Body","physGeo","Plant","Animal","notes","included"
"Other","Miscellaneous function words",1937,"In a not completely determined place which is not here.","THERE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Warfare and hunting",1938,"A fortified place; a large and permanent fortification, sometimes including a town.","FORTRESS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Law",1939,"To declare or affirm solemnly and formally as true.","SWEAR",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Warfare and hunting",1940,"A person who protects or watches over something.","GUARD",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Warfare and hunting",1941,"A person who is actively engaged in battle, conflict or warfare.","SOLDIER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Spatial relations",1942,"Not far distant in time or space or degree or circumstances.","NEAR",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",1943,"A royal, imperial or princely headdress; a diadem.","CROWN (OF HEAD)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Religion and belief",1944,"The deity of a monotheistic religion.","GOD",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Religion and belief",1945,"A representation of a deity, notably a statue or a statuette.","IDOL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Religion and belief",1946,"A formal entry into an organization or position or office.","INITIATION CEREMONY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Kinship",1947,"A child born of parents not married to each other.","BASTARD",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Basic actions and technology",1948,"A tool with a toothed blade used for cutting hard substances, in particular wood or metal.","SAW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",1949,"A small blood-sucking insect that lives in houses, especially beds.","BEDBUG",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",1950,"Any tree of the genus Fagus, of temperate regions, having a smooth gray bark and bearing small, edible, triangular nuts.","BEECH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Action/Process","Time",1951,"Of time, to elapse, to be spent.","PASS",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Action/Process","Warfare and hunting",1952,"To intentionally inflict physical or mental suffering upon a person or an animal in order to punish, to coerce or for sheer cruelty.","TORTURE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Law",1953,"Improper or excessive treatment or usage (e.g. alcohol); application to a wrong or bad purpose (e.g. public funds).","ABUSE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",1954,"Tender and amiable; of a considerate or kindly disposition.","GENTLE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Emotions and values",1955,"To express deep sorrow for.","GRIEVE",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Agriculture and vegetation",1956,"Annual plant with a large yellow flowering head of the genus Helianthus and the family of the Asteraceae.","SUNFLOWER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",1957,"Enlargement of the thyroid gland.","GOITER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"",TRUE
"Property","Food and drink",1958,"That is not yet ripe (edible fruit), usually hard and sour.","UNRIPE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Food and drink",1959,"That has not been cooked (food).","RAW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",1960,"A composite plant, Centaurea cyanus, having narrow leaves and blue flower heads.","CORNFLOWER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","Clothing and grooming",1961,"An article of jewelry that is worn around the neck.","NECKLACE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Food and drink",1962,"To expose to heat without adding fat or water until it is cooked, has a brown crust and becomes crispy.","ROAST (SOMETHING)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","Time",1963,"In an immediate manner; instantly or without delay.","IMMEDIATELY",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Property","Quantity",1964,"Without any others being included or involved.","ALONE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Clothing and grooming",1965,"A cloth worn to cover the loins.","LOINCLOTH",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Food and drink",1966,"A group of things fastened or growing together.","BUNCH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Modern world",1967,"A table showing the months and days of the year.","CALENDAR",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",1968,"Sauce made from soybeans (soya beans), roasted grain, water and salt and is used as flavoring mainly in Asian cuisine.","SOYA SAUCE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",1969,"Steamed bun made of flour, water and yeast originating from Chinese cuisine.","MANTOU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Motion",1970,"A light narrow boat driven by a paddle.","CANOE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Basic actions and technology",1971,"A device for creating a current of air by movement of a surface or surfaces. (WN:360)","FAN (OBJECT)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",1972,"A young goat.","KID",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Person/Thing","Religion and belief",1973,"Evil spirit or person that is wicked or cruel in their actions.","DEMON",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",1974,"Any of various flattened, wormlike arthropods of the class Chilopoda, whose bodies are divided into many segments, each with one pair of legs.","CENTIPEDE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Action/Process","Cognition",1975,"To see if something is correct.","CHECK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",1976,"In good spirits.","MERRY",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","The physical world",1977,"Atmospheric moisture that condenses after a warm day and appears during the night on cool surfaces as small drops.","DEW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The body",1978,"To return to health and strength after illness.","RECOVER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Basic actions and technology",1979,"A tool with a cutting edge at the end.","CHISEL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",1980,"Stuffed dough wrap found in Chinese cuisine.","WANTON",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Kinship",1981,"A man whose spouse has died.","WIDOWER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The physical world",1982,"A rapidly rotating body of water.","WHIRLPOOL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",TRUE
"Action/Process","The body",1983,"To make a noise during sleep by vibration of soft respiratory tissues (soft palate, base of the tongue and pharyngeal walls), particularly during inhalation.","SNORE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Kinship",1984,"The brother of someone’s mother.","MOTHER'S BROTHER",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Kinship",1985,"The brother of one’s father.","PATERNAL UNCLE (FATHER'S BROTHER)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","The body",1986,"A definite pathological process having a characteristic set of signs and symptoms which are detrimental to the well-being of the individual.","DISEASE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",1987,"A pair of small equal-length tapered sticks, which are generally believed to have originated in ancient China, and are the traditional eating utensils of China, Japan, Korea, Taiwan, and Vietnam.","CHOPSTICKS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",1988,"A member of the genus Ribes in the gooseberry family Grossulariaceae, native to parts of western Europe (France, Belgium, Netherlands, Germany, and northern Italy). It is a deciduous shrub normally growing to 1-1.5 m tall, occasionally 2 m, with five-lobed leaves arranged spirally on the stems.","RIBES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","Animals",1989,"Young cattle.","CALF",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Action/Process","Miscellaneous function words",1990,"To begin to be; to come to be; to turn into.","BECOME",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",1991,"The alimentary canal of an animal or human through which food passes after having passed all stomachs.","INTESTINES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"",TRUE
"Other","Quantity",1992,"[Used in forming the comparative form of many adjectives and almost all comparable adverbs.]","MORE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","Kinship",1993,"The essential qualities that make a person or a thing distinct from all others.","SELF",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",1994,"Bone linking the scapula and sternum.","COLLARBONE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Modern world",1995,"A fault or malfunction.","DEFECT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The body",1996,"To become tired through overuse or great strain or stress.","GET TIRED",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"yes bc tired was",TRUE
"Action/Process","Possession",1997,"To protect; to keep; to maintain the condition of.","PRESERVE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Social and political relations",1998,"To order someone or several persons by a superior authority to do something.","COMMAND",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes bc a thing you say",TRUE
"Action/Process","Motion",1999,"To surmount a physical or an abstract obstacle.","OVERCOME",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",2000,"The aromatic flower bud of a clove tree, used as a spice.","CLOVE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2001,"To make a painting or drawing.","PAINTING",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",2002,"A long, narrow excavation artificially dug in the ground; especially an open and usually unpaved waterway, channel, or trench for conveying water for drainage or irrigation, and usually smaller than a canal. Some ditches may be natural watercourses.","DITCH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Motion",2003,"To move as a fluid from one position to another (e.g. of water or of people).","FLOW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2004,"Movement that causes the formation of a curve.","BEND",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Clothing and grooming",2005,"A cover, or partial cover, for the face, used for disguise or protection.","MASK",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Action/Process","Quantity",2006,"To make full.","FILL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The physical world",2007,"A sudden, short, temporary burst of light.","BOLT (OF LIGHTNING)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Possession",2008,"To free from harm or evil.","RESCUE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",2009,"A common four-legged animal, especially kept by people as a pet or to hunt or guard things.","DOG",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Action/Process","Cognition",2010,"To look into carefully in order to uncover (find) facts or information.","INVESTIGATE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",2011,"The box in which the body of a dead person is placed for burial.","COFFIN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Clothing and grooming",2012,"The part of a garment that encircles the neck.","COLLAR",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Warfare and hunting",2013,"Anything that serves as an enticement.","BAIT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Motion",2014,"To go from a higher to a lower place.","GO DOWN (DESCEND)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2015,"To remove the moisture and make dry.","MAKE DRY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Emotions and values",2016,"A jealous feeling, disposition, state, or mood.","JEALOUSY",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Action/Process","Food and drink",2017,"To mix together different elements.","MIX",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",2018,"Excessively desirous of money, wealth or possessions.","GREEDY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no bc you dont feel it",FALSE
"Person/Thing","The house",2019,"A swinging couch or bed, usually made of netting or canvas about six feet (1.8 m) wide, suspended by clews or cords at the ends.","HAMMOCK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Law",2020,"One who commences a legal process by a complaint.","PLAINTIFF",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Possession",2021,"Get the meaning of something.","GRASP",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Speech and language",2022,"To admit to be true.","ADMIT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Quantity",2023,"A large group of people.","CROWD",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Social and political relations",2024,"Agreement on a secret plot.","PLOT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",2025,"An annual plant originally from the Mediterranean basin and the Near East.","PEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","Agriculture and vegetation",2026,"An erect grass, Oryza sativa, that grows in East Asia on wet ground and has drooping flower spikes and yellow oblong edible grains that become white when polished.","RICE PLANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","Agriculture and vegetation",2027,"An annual plant native to East Asia that is widely cultivated for its fruit.","SOYA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","Food and drink",2028,"The edible seed of the soybean plant which contains a lot of protein.","SOYA BEAN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2029,"A great force, applied in order that an object will move towards the origin of the force that was applied to it.","TUG",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2030,"To draw slowly or heavily.","DRAG",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Agriculture and vegetation",2031,"To put livestock into a field or pasture or meadow to graze.","PUT OUT TO PASTURE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2032,"To make warm or warmer.","WARM UP",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2033,"To bring or transport something to its destination.","DELIVER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Sense perception",2034,"A deposit of interlocking ice crystals formed by direct sublimation on objects. (Source: MGH)","FROST",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The physical world",2035,"A natural body of standing fresh water occupying a small surface depression, usually smaller than a lake and larger than a pool.","POND",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",TRUE
"Person/Thing","Time",2036,"The first month of the Gregorian calendar, having 31 days.","JANUARY",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"blanket yes on all things that are periods of time",TRUE
"Person/Thing","Time",2037,"The second month of the Gregorian calendar, having 29 days in a leap year and 28 in other years.","FEBRUARY",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"blanket yes on all things that are periods of time",TRUE
"Person/Thing","Animals",2038,"A mythical creature typically depicted as a large horned serpent (Asia) or a winged, fire-breathing reptile (Europe), with magical or spiritual qualities.","DRAGON",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",2039,"One of several kinds of bird in the family Corvidae, especially Pica pica.","MAGPIE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Person/Thing","Agriculture and vegetation",2040,"(Fagopyrum esculentum) An annual plant with clusters of small pinkish white flowers and small edible triangular seeds which are used whole or ground into flour.","BUCKWHEAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","Agriculture and vegetation",2041,"A tall annual herb, Cannabis sativa, native to Asia.","HEMP",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","Agriculture and vegetation",2042,"Large deciduous tree (Juglans regia) in the Walnut Family (Juglandaceae) which produces an edible fruit with a hard shell and oil-rich seed.","WALNUT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","Agriculture and vegetation",2043,"The soft, sweet, juicy fruit of the peach tree, usually with a red or orange skin, yellow flesh and a large stone inside.","PEACH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",2044,"Edible fruit of a number of species of trees of the genus Diospyros in the ebony wood family.","PERSIMMON",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The house",2045,"An upright supporting beam.","COLUMN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Clothing and grooming",2046,"A piece of cloth or plastic, worn over the front of the clothes for protection against dirt.","APRON",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Clothing and grooming",2047,"An open type of outdoor footwear leaving most of the upper part of the foot exposed, particularly the toes.","STRAW SANDAL",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Clothing and grooming",2048,"To stitch or sew together.","QUILT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",2049,"A type of rice porridge or gruel popular in many Asian countries","CONGEE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",2050,"A drink (a liquor or brew) containing ethanol, commonly known as alcohol.","ALCOHOL (DRINK)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Basic actions and technology",2051,"A cleaning utensil, commonly used in combination with a broom or brush.","DUSTPAN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Basic actions and technology",2052,"Typically a watertight, vertical cylinder or truncated cone, with an open top and a flat bottom, attached to a semicircular carrying handle called the bail.","BUCKET",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",2053,"A small utensil for eating fluid food.","SMALL BOWL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",2054,"A utensil in the form of a narrow stick used in pairs in China, Japan, Korea, and Vietnam to eat food.","CHOPSTICK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",2055,"A container for food and other things made from clay.","CLAY POT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",2056,"A versatile round-bottomed cooking vessel, originated from China.","WOK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",2057,"Animal faeces.","DUNG (ANIMAL FAECES)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The house",2058,"A chair without back and arm rests.","STOOL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Speech and language",2059,"A traditional piece of music with words to sing.","FOLK SONG",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes bc instance of oral communication",TRUE
"Person/Thing","Speech and language",2060,"A retelling of real or fictive events.","STORY",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes bc instance of oral communication",TRUE
"Person/Thing","Religion and belief",2061,"One who has purified obscurations (སངས) and developed pristine cognition (རྒྱས).","BUDDHA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Possession",2062,"A sum paid or charged for the use of money or for borrowing money over a given time period.","INTEREST",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2063,"Move ones eyelids in such a way that the eyes are no longer visible.","CLOSE (EYES)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2064,"To distribute seeds over a field.","SCATTER (SEEDS)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2065,"To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.","STEP (VERB)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",2066,"To pull out rice seedlings from the soil including their roots in order to separate seedlings growing too closely","PULL UP (RICE SEEDLINGS)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
